"","id","name","price","longitude","latitude","review_scores_rating","host_listings_count","neighbourhood_cleansed","property_type","room_type","bedrooms","beds","log_price","log_score","log_house","log_bed","log_bedroom"
"964",27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",250,-71.03884,42.33423,5,1,"South Boston","Entire townhouse","Entire home/apt",3,3,5.52146091786225,1.6094379124341,0,1.09861228866811,1.09861228866811
"965",27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",270,-71.047,42.33541,4.85,1,"South Boston","Entire townhouse","Entire home/apt",3,3,5.59842195899838,1.57897870494939,0,1.09861228866811,1.09861228866811
"966",27810970,"Alaska Street R53",75,-71.07855,42.32192,4.45,7,"Roxbury","Private room in residential home","Private room",1,1,4.31748811353631,1.49290409617815,1.94591014905531,0,0
"967",27879644,"Spacious room, near transit, keyless self check-in",42,-71.11579,42.25147,4.91,7,"Hyde Park","Private room in residential home","Private room",1,1,3.73766961828337,1.59127394180643,1.94591014905531,0,0
"968",27879776,"Room near MBTA transit, Keyless self check-in",40,-71.11621,42.25134,4.8,7,"Hyde Park","Private room in residential home","Private room",1,1,3.68887945411394,1.56861591791385,1.94591014905531,0,0
"969",27893040,"Newly renovated South End 2 bedroom apartment",75,-71.07985,42.33358,4.69,2,"Roxbury","Entire rental unit","Entire home/apt",2,2,4.31748811353631,1.54543258245819,0.693147180559945,0.693147180559945,0.693147180559945
"970",27904192,"Large 2 Bed/ 2 Bath | Modern Building | Across MGH",340,-71.06923,42.36456,5,18,"West End","Entire rental unit","Entire home/apt",2,2,5.82894561761021,1.6094379124341,2.89037175789616,0.693147180559945,0.693147180559945
"971",27906365,"Alaska Street R51",60,-71.07826,42.32003,4.63,7,"Roxbury","Private room in residential home","Private room",1,1,4.0943445622221,1.53255686809814,1.94591014905531,0,0
"972",27990441,"#B104 Boston Private Two twin BR Central AC",62,-71.06446,42.30753,4.82,17,"Dorchester","Private room in rental unit","Private room",1,2,4.12713438504509,1.57277392806251,2.83321334405622,0.693147180559945,0
"973",27992316,"Boston guest suite",89,-71.15163,42.34121,4.86,1,"Brighton","Entire guest suite","Entire home/apt",1,3,4.48863636973214,1.5810384379124,0,1.09861228866811,0
"974",28014596,"#B102 Boston Private room Cantal AC 全楼禁烟",57,-71.06443,42.30804,4.6,17,"Dorchester","Private room in rental unit","Private room",1,1,4.04305126783455,1.52605630349505,2.83321334405622,0,0
"975",28033271,"Private Bed/Bath/Entrance, Across SH T-Station",84,-71.05536,42.31189,4.92,1,"Dorchester","Private room in condominium (condo)","Private room",1,1,4.43081679884331,1.59330853050422,0,0,0
"976",28054656,"#B103 Boston Private room Central AC 全楼禁烟",49,-71.06236,42.29726,4.67,17,"Dorchester","Private room in rental unit","Private room",1,1,3.89182029811063,1.54115907168081,2.83321334405622,0,0
"977",28104387,"Charming Boston Townhouse",275,-71.11579,42.28888,4.88,1,"Jamaica Plain","Entire townhouse","Entire home/apt",3,3,5.61677109766657,1.58514521986506,0,1.09861228866811,1.09861228866811
"978",28122799,"★Large Retreat 5BR w/3BA★ Close to Everything",785,-71.11034,42.33215,4.75,1,"Mission Hill","Entire residential home","Entire home/apt",5,8,6.66568371778241,1.55814461804655,0,2.07944154167984,1.6094379124341
"979",28161172,"Room w/ Private Bathroom, near MBTA transit",43,-71.11788,42.24927,4.57,7,"Hyde Park","Private room in residential home","Private room",1,1,3.76120011569356,1.51951320490611,1.94591014905531,0,0
"980",28202522,"Walk to train Downtown or UMASS BOSTON",45,-71.06811,42.29151,3,8,"Dorchester","Private room in condominium (condo)","Private room",1,1,3.80666248977032,1.09861228866811,2.07944154167984,0,0
"981",28242815,"Charming 3 Bed Near Hynes convention center #20",230,-71.08523,42.34472,4.75,12,"Back Bay","Entire rental unit","Entire home/apt",3,3,5.4380793089232,1.55814461804655,2.484906649788,1.09861228866811,1.09861228866811
"982",28302081,"La Casa Boheme",59,-71.08829,42.31855,4.74,3,"Roxbury","Private room in residential home","Private room",1,1,4.07753744390572,1.55603713570699,1.09861228866811,0,0
"983",28360335,"Bright + Open Back Bay 1BR w/ Gym, near the Common by Blueground",262,-71.069427,42.349918,5,1987,"Bay Village","Entire rental unit","Entire home/apt",1,1,5.5683445037611,1.6094379124341,7.59438124255182,0,0
"984",28440873,"North end Luxury Condo - Walk To It All",172,-71.05574,42.36662,4.79,2,"North End","Entire condominium (condo)","Entire home/apt",1,1,5.14749447681345,1.56653041142282,0.693147180559945,0,0
